15945,103.8,120.68
15953,103.35,121.9
15961,102.91,123.12
15970,102.46,124.34
15978,102.42,124.59
15986,102.39,124.84
15995,102.35,125.09
16003,98.378,122.16
16011,94.403,119.24
16020,90.432,116.31
16028,92.705,116
16036,94.98,115.69
16045,97.258,115.37
16053,98.092,116.95
16061,98.93,118.54
16070,99.766,120.13
16078,100.38,119.31
16086,100.99,118.49
16095,101.61,117.66
16103,104.94,116.68
16111,108.25,115.71
16120,111.58,114.73
16128,110.38,116.02
16136,109.18,117.3
16145,107.98,118.59
16153,108.82,118.55
16161,109.64,118.51
16170,110.47,118.46
16178,108.42,118.2
16186,106.36,117.93
16195,104.3,117.66
16203,104.25,117.25
16211,104.21,116.83
16220,104.16,116.42
16228,104.7,117.36
16236,105.23,118.3
16245,105.77,119.24
16253,106.17,119.05
16261,106.57,118.87
16270,106.96,118.68
16278,106.38,117.98
16286,105.8,117.28
16295,105.22,116.59
16303,105.19,117.58
16311,105.16,118.55
16320,105.13,119.54
16328,104.39,120.4
16336,103.66,121.26
16345,102.92,122.13
16353,103.55,121.59
16361,104.19,121.04
16370,104.83,120.5
16378,104.29,120.27
16386,103.76,120.04
16395,103.22,119.81
16403,103.43,119.69
16411,103.63,119.56
16420,103.84,119.44
16428,103.52,119.23
16436,103.2,119.02
16445,102.88,118.82
16453,101.86,118.76
16461,100.83,118.71
16470,99.816,118.66
16478,101.44,118.4
16486,103.06,118.15
16494,104.68,117.89
16503,103.84,118.9
16511,103.01,119.9
16519,102.18,120.9
16528,102.14,120.44
16536,102.11,119.97
16544,102.07,119.51
16553,103.33,119.57
16561,104.59,119.63
16569,105.85,119.69
16578,105.11,119.12
16586,104.36,118.56
16594,103.63,118
16603,103.11,119.17
16611,102.6,120.34
16619,102.08,121.5
16628,102.5,121.15
16636,102.92,120.79
16644,103.34,120.44
16653,103.76,120.09
16661,104.17,119.74
16670,104.59,119.39
16678,104.55,120.85
16686,104.51,122.33
16695,104.47,123.8
16703,105.11,121.92
16711,105.75,120.03
16719,106.4,118.13
16728,105.92,119.38
16736,105.45,120.62
16744,104.97,121.86
16753,107.4,122.35
16761,109.83,122.83
16769,112.26,123.32
16778,109.5,122.92
16786,106.72,122.51
16794,103.98,122.11
16803,105.21,121.88
16811,106.44,121.64
16819,107.67,121.41
16828,105.85,118.72
16836,104.02,116.04
16844,102.2,113.35
16853,100.94,115.62
16861,99.679,117.89
16869,98.423,120.15
16878,101.03,119.6
16886,103.65,119.04
16894,106.24,118.49
16903,104.75,120.17
16911,103.26,121.84
16919,101.77,123.51
16928,102.01,123.25
16936,102.24,122.99
16944,102.48,122.73
16953,102.47,121.24
16961,102.46,119.74
16969,102.46,118.24
16978,103.72,118.91
16986,104.97,119.59
16994,106.24,120.26
17003,105.19,119.7
17011,104.13,119.13
17020,103.07,118.57
17028,103.75,120.58
17036,104.44,122.6
17044,105.12,124.62
17053,106.06,122.89
17061,107.01,121.15
17069,107.96,119.41
17078,108.59,118.55
17086,109.24,117.67
17094,109.88,116.8
17103,109.4,117.55
17111,108.92,118.3
17119,108.43,119.06
17128,111.34,120.15
17136,114.26,121.24
17144,117.17,122.33
17153,115.84,122.63
17161,114.51,122.93
17169,113.18,123.23
17178,112.66,120.19
17186,112.14,117.15
17194,111.62,114.11
17203,111.88,115.84
17211,112.14,117.57
17219,112.4,119.3
17228,111.29,119.66
17236,110.17,120.02
17244,109.05,120.39
17253,108.83,118.94
17261,108.6,117.49
17269,108.37,116.05
17278,119.15,112.34
17286,130.05,108.59
17294,140.73,104.91
17303,129.66,109.65
17311,118.77,114.33
17319,107.74,119.06
17328,108.84,120.23
17336,109.95,121.4
17344,111.06,122.58
17353,109.78,121.1
17361,108.51,119.61
17369,107.23,118.13
17378,107.94,118.02
17386,108.64,117.92
17394,109.34,117.81
17403,108.25,117.9
17411,107.15,117.99
17419,106.06,118.08
17428,105.92,118.19
17436,105.79,118.31
17444,105.65,118.42
17453,105.86,117.19
17461,106.06,115.96
17469,106.26,114.73
17478,105.69,116.35
17486,105.12,117.97
17494,104.55,119.58
17503,104.53,120.85
17511,104.52,122.11
17519,104.5,123.37
17528,104.2,124.24
17536,103.9,125.12
17544,103.6,126
17553,104.01,123.36
17561,104.43,120.7
17569,104.83,118.08
17578,104.47,119.53
17586,104.1,120.98
17594,103.74,122.42
17603,104.29,122.16
17611,104.84,121.89
17619,105.4,121.63
17628,103.89,122.61
17636,102.39,123.59
17644,100.88,124.57
17653,101.99,121.74
17661,103.11,118.89
17669,104.21,116.08
17678,104.8,115.5
17686,105.38,114.93
17694,105.97,114.36
17703,0,0
17711,0,0
17719,0,0
17728,0,0
17736,0,0
17744,0,0
17753,0,0
17761,0,0
17769,0,0
17778,0,0
17786,0,0
17794,0,0
17803,0,0
17811,0,0
17819,0,0
17828,0,0
17836,0,0
17844,0,0
17853,0,0
17861,0,0
17869,99.691,126.4
17878,99.563,124.72
17886,99.437,123.06
17894,99.31,121.4
17903,100.72,123.54
17911,102.14,125.69
17919,103.55,127.84
17928,103.5,125.49
17936,103.45,123.14
17944,103.4,120.77
17953,102.02,118.79
17961,100.64,116.8
17969,99.255,114.81
17978,100.08,115.77
17986,100.89,116.71
17994,101.72,117.67
18003,102.49,120.45
18011,103.25,123.25
18019,104.02,126.03
18028,104.12,125.9
18036,104.22,125.78
18044,104.32,125.66
18053,103.96,124.8
18061,103.61,123.95
